P1,P2,P3,P4,x1,y1,z1,x2,y2,z2,r,label
1,1,0,0,4.48,-8.52,3.93,0.98,-8.62,3.07,281,3
1,1,0,0,0.07,-9.76,-0.53,2.74,-6.74,1.53,227,4
1,1,0,0,-1.28,-10.24,2.59,-4.12,-10.07,-3.15,199,4
1,1,0,0,-0.69,-9.92,1.11,-13.19,-10.5,1.85,178,4
1,0,0,1,1.26,-11.91,3,0.16,-3.71,-5.62,176,4
1,0,0,1,2.97,-11.97,12.96,-1.74,-10.32,-5.97,176,4
1,0,1,1,2.27,-17.91,5.78,-1.35,-10.5,-2.13,175,4
0,0,1,1,0.76,-1.03,2.97,-1.34,-9.51,1.24,175,4
0,0,1,1,0.76,-5.84,-14.62,0.85,-9.04,0.29,167,4
0,0,1,1,-1.72,-5.67,2.87,6.57,-9.18,1.7,156,1
0,0,1,1,-1.95,-8.59,9.1,1.8,-10.66,3.01,148,1
0,0,1,1,0.15,-10.71,4.46,0.39,-9.07,1.34,129,1
0,0,1,1,-0.3,-9.02,3.96,0.73,-9.2,0.93,110,2
0,0,1,1,0.73,-10.09,0.64,0.67,-9.88,2.78,103,2
0,0,1,1,0.41,-11.95,4.28,0.01,-9.41,-0.13,103,2
0,0,1,1,-0.3,-12.49,4.12,0.51,-10.08,0,103,2
0,1,1,0,-0.81,-13.26,-3.72,-3.51,-9.55,0.11,104,2
0,1,1,0,0.12,-9.48,-1.61,-3.01,-13.18,-0.22,121,2
1,1,1,0,-1.28,-9.75,-1.16,-11.17,-9.82,-11.53,177,2
1,1,0,0,-0.82,-9.29,-0.29,0.11,-5.32,-4.24,255,2
1,1,0,0,-2.44,-10.15,-2.16,15.05,-6.82,11.39,311,2
1,1,0,0,-1.4,-9.95,-0.67,-4.33,-5.85,-6.25,337,2
1,1,0,0,-1.25,-9.79,0.02,-3.09,-9.28,-3.3,337,3
1,1,0,0,7.87,-9.86,18.06,-7.06,-9.19,0.61,337,3
1,1,0,0,0.5,-12.85,6.21,2.73,-8.91,4.01,338,3
1,1,0,0,-0.39,-9.26,-0.09,-0.32,-7.59,0.23,337,4
1,1,0,0,-1.17,-9.15,2.06,-0.89,-6.51,-1.33,337,4
1,1,0,0,-0.79,-9.74,-0.17,0.96,-8.57,1.76,290,4
1,1,0,0,1.16,-10.46,1.37,-9.74,-19.6,-4.14,223,4
1,1,0,0,-0.15,-10.89,1.51,-5.95,-15.37,-8.9,173,4
1,0,0,1,1.15,-10.47,6.14,2.84,-8.78,-0.39,172,4
1,0,0,1,-3.72,-13.65,-17.19,-2.59,-9.86,-1.57,172,4
1,0,0,1,-1.91,-14.87,5.66,1.85,-8.52,-1.35,173,4
0,0,1,1,-0.32,-10.02,0.16,6.72,-8.81,5.72,173,4
0,0,1,1,0.66,-7.91,1.2,-2.92,-10.13,-1.71,172,4
0,0,1,1,-0.2,-6.29,-1.11,1.11,-9.21,0.47,160,1
0,0,1,1,-0.96,-6.24,-1.59,-0.58,-9.18,-0.63,148,1
0,0,1,1,4.33,-8.39,4.09,2.57,-10.05,9.21,138,1
0,0,1,1,-1.05,-7.09,-0.51,-1.37,-9.55,-3.42,127,1
0,0,1,1,2.61,-11.04,2.44,-0.12,-9.28,-0.01,114,1
0,0,1,1,-0.35,-11.81,1.71,-0.33,-9.4,-0.89,108,2
0,0,1,1,-3.3,-12.04,9.95,-1,-9.59,-0.71,108,2
0,0,1,1,2.19,-11.34,12.95,-1.28,-9.84,-0.69,108,2
0,1,1,1,1.54,-11.26,5.79,0.24,-8.97,-1.31,108,2
0,1,1,0,0.26,-9.57,2.9,-3.58,-12.8,-0.76,109,2
1,1,1,0,-0.86,-9.67,-1.34,-0.19,-15.7,-1.84,157,2
1,1,0,0,0.54,-9.57,1.75,-6.18,-7.78,-1.01,239,2
1,1,0,0,-0.77,-10.11,-3.18,6.7,-6.81,0.54,303,2
1,1,0,0,-0.23,-10.38,16.41,2.53,-5.19,-0.86,340,3
1,1,0,0,-0.55,-9.43,-0.67,-2.73,-8.23,-2.41,341,3
1,1,0,0,-3.02,-9.26,-16.41,-6.17,-10.46,3.53,341,3
1,1,0,0,6.04,-8.61,0.83,4.1,-7.71,1.18,341,3
1,1,0,0,-2.59,-11.75,-7.56,-2.77,-10.23,0.41,297,4
1,1,0,0,-0.49,-9.92,1.78,-5.4,-11.06,-2.61,237,4
1,1,0,0,-1.03,-9.96,0.45,-5.31,-13.41,7.17,186,4
1,1,0,1,0.61,-11.56,2.11,-13.73,-8.86,1.16,162,4
1,1,0,1,-1.75,-11.92,-1.66,-1.1,-9.96,-4.31,162,4
1,0,0,1,-2.69,-12.16,4.99,-2.97,-10.08,-1.3,162,4
1,0,0,1,-1.77,-16.48,-1.7,-0.05,-9.27,-0.57,162,4
0,0,0,1,4,-3.37,3.12,2.61,-8.26,3.18,162,4
0,0,1,1,-0.39,-4.93,-4.62,2.54,-10.28,-1.22,162,4
0,0,1,1,1.29,-4.46,1.2,-0.91,-9.5,-0.37,154,1
0,0,1,1,1.19,-8.35,8.45,-1.32,-9.51,2.52,146,1
0,0,1,1,1.72,-9.44,8.19,2.95,-9.03,8.44,139,1
0,0,1,1,2.76,-12.46,-8.86,-1.21,-8.31,13.38,136,1
0,0,1,1,-1.43,-9.47,0.97,-0.25,-9.29,-1.16,129,2
0,0,1,1,1.03,-10.88,4.91,-0.3,-9.49,0.84,121,2
0,0,1,1,-0.9,-7.3,-0.03,-0.71,-9.21,-0.28,120,2
0,0,1,1,2.68,-11.13,8.88,0.45,-9.54,-0.37,121,2
0,1,1,0,-1.78,-10.94,-6.85,-1.85,-11.99,-0.19,121,2
0,1,1,0,-0.53,-9.42,3.58,-5.4,-15.85,-2.34,167,2
1,1,1,0,-6.41,-9.32,-10.82,-6.72,-12.16,-7.79,241,2
1,1,0,0,-2.38,-8.09,14.23,-6,-8.91,-19.6,326,2
1,1,0,0,0.05,-9.12,4.55,1.41,-6.25,-0.03,368,2
1,1,0,0,-0.81,-9.7,0.43,-8.4,-6.83,-3.93,371,3
1,1,0,0,-0.75,-9.51,2.64,-7.56,-9.9,-0.42,371,3
1,1,0,0,-1.01,-9.98,2.78,0.82,-7.65,4.51,361,3
1,1,0,0,-0.29,-9.78,2.17,0.37,-9.21,1.23,312,3
1,1,0,0,-0.48,-10.25,1.24,0.93,-9.36,-1.11,255,4
1,1,0,0,0.07,-9.69,1.65,-1.09,-7.6,9.15,205,4
1,1,0,0,-0.7,-11.13,2,-10.48,-10.64,-4.68,185,4
1,1,0,1,0.16,-10.25,0.55,-1.32,-11,-1.63,185,4
1,0,0,1,-15.6,-12.23,-11.81,-7.09,-8.52,-1.16,185,4
1,0,0,1,0.99,-13.02,6.26,0.08,-9.61,0.8,185,4
1,0,1,1,1.63,-12.3,-0.33,-2.05,-9.29,-1.3,185,4
0,0,1,1,4.21,-7.38,1.41,-1.05,-9.42,1.68,185,4
0,0,1,1,3.59,-4.88,6.35,-0.58,-9.36,0.31,178,1
0,0,1,1,0.79,-7.7,1.17,-0.07,-9.1,0.24,163,1
0,0,1,1,-0.04,-8.42,8.52,0.8,-8.84,-0.72,151,1
0,0,1,1,-1.3,-9.36,8.88,-0.96,-8.49,-0.22,143,1
0,0,1,1,-0.5,-12.16,3.17,0.89,-9.86,2.12,130,1
0,0,1,1,4.47,-11.96,4.86,0.49,-9.63,1.04,120,2
0,0,1,1,-0.79,-15.97,-2.51,-1.1,-9.42,0.3,120,2
0,0,1,0,3.12,-9.1,8.81,-0.79,-9.29,0.43,119,2
0,1,1,0,0.95,-13.48,11.18,-0.88,-10.08,0.66,120,2
0,1,1,0,-2.39,-10.26,-5.89,2.35,-13.6,8.9,121,2
0,1,1,0,-1.08,-10.24,-0.39,14.12,-15.77,19.6,162,2
1,1,0,0,-0.61,-9.15,-0.89,-4.29,-10.63,0.07,244,2
1,1,0,0,1.45,-9.56,-6.01,0.68,-6.17,-0.27,317,2
1,1,0,0,-1.16,-10.1,0.58,0.61,-4.87,-1.74,347,2
1,1,0,0,-0.65,-9.75,1.15,-0.75,-7.48,-2.08,351,2
1,1,0,0,1.81,-10.09,1.29,-7.08,-8.56,0.36,352,3
1,1,0,0,3.53,-9.45,1.92,2.52,-7.55,4.54,350,3
1,1,0,0,-0.21,-9.9,2.26,0.86,-8.72,3.51,308,4
1,1,0,0,-0.22,-9.56,2.58,0.51,-10.09,0.16,251,4
1,1,0,0,-1.15,-9.66,1.17,-6.03,-17.07,-14.71,191,4
1,1,0,0,0.1,-11.84,3.23,-4.98,-11.15,2.5,146,4
1,1,0,1,0.71,-10.38,1.3,5.6,-9.5,-1.31,142,4
1,0,0,1,-0.52,-12.77,1.67,2.9,-10.36,-0.75,141,4
1,0,0,1,-0.71,-12.5,5.51,-1.87,-10.4,1.52,142,4
1,0,0,1,1.02,-13.46,-2.35,-1.73,-9.29,-3.98,142,4
0,0,1,1,2.55,-3.65,2.87,-0.42,-10.02,0.61,142,4
0,0,1,1,-1.36,-5.84,-3.18,0.15,-9.3,-0.6,142,4
0,0,1,1,0.54,-5.25,-0.86,2.04,-9.3,-0.15,142,4
0,0,1,1,0.41,-9.09,3.11,-0.27,-9.31,0.55,142,1
0,0,1,1,2.09,-8.26,0.19,-6.67,-5.44,11.84,136,1
0,0,1,1,0.62,-9.8,8.44,-1.22,-9.97,-3.77,130,1
0,0,1,1,9.56,-10.63,6.05,0.26,-9.26,0.8,113,2
0,0,1,1,1.67,-11.88,-0.32,3.15,-12.03,-2.82,95,2
0,0,1,1,-6.04,-14.51,1.38,0.12,-9.83,0.22,93,2
0,0,1,1,0.39,-11.47,9.35,-1.77,-9.8,-0.35,93,2
0,1,1,0,0.44,-10.59,-0.77,-0.64,-9.74,0.54,93,2
1,1,1,0,-0.46,-9.63,1.28,-2.54,-11.56,0.22,104,2
1,1,1,0,-0.13,-9.46,0.34,-0.13,-15.79,-3.13,163,2
1,1,0,0,0.07,-9.79,1.69,-4.48,-6.06,-0.11,250,2
1,1,0,0,-1.18,-9.74,0.17,-0.18,-7.56,-2.41,306,2
1,1,0,0,-0.27,-9.74,-0.04,-0.7,-5.75,-3.97,333,2
1,1,0,0,-2.83,-11.3,0.92,-3.06,-5.57,-5.58,333,3
1,1,0,0,-7.98,-10.98,0.8,-6.19,-7.72,4.56,333,3
1,1,0,0,-1,-10.08,-1.33,-1.77,-9.05,4.09,334,3
1,1,0,0,-0.03,-9.08,3.42,4.15,-8.74,0.63,297,4
1,1,0,0,-1.17,-10,-8.45,-2.18,-11.97,1.72,232,4
1,1,0,0,0.25,-10.28,1.1,-6.22,-8.06,3.45,171,4
1,1,0,0,-0.18,-9.92,1.62,-11.94,-12.85,-3.98,147,4
1,0,0,1,-1.34,-10.49,1.23,1.51,-8.06,-1.89,147,4
1,0,0,1,-0.11,-13.08,-2.34,3.65,-10.98,1.06,147,4
1,0,0,1,-1.28,-13.69,2.79,-1.04,-9.23,0.27,148,4
1,0,0,1,-1.46,-14.96,-4.43,1.6,-9.13,-0.69,147,4
0,0,1,1,-0.12,-6.63,0.44,1.34,-9.7,1.76,147,4
0,0,1,1,-0.14,-5.05,5.19,-0.39,-10.34,0.77,147,4
0,0,1,1,0.21,-7.47,-2.17,-0.1,-9.24,-0.22,148,1
0,0,1,1,-0.27,-8.21,6.15,-0.13,-9.18,-0.29,140,1
0,0,1,1,5.07,-8.68,13.54,-8.6,-8.87,-1,132,1
0,0,1,1,-0.13,-10.29,-0.33,-1.98,-9.55,2.23,118,1
0,0,1,1,1.36,-11.26,3.93,-0.01,-9.02,0.88,96,2
0,0,1,1,1.78,-19.6,12.26,-0.95,-9.43,0.67,94,2
0,0,1,1,0.42,-10.75,8,-0.86,-10,-1.1,94,2
0,1,1,1,-2.11,-11.89,-4.09,-0.21,-10.05,-0.92,93,2
0,1,1,0,-1.19,-9.67,-4.97,1.23,-10.55,2.2,94,2
0,1,1,0,-1,-9.77,-1.18,0.1,-12.59,-0.88,120,2
0,1,1,0,-1.02,-9.8,-1.21,2.62,-17.16,-1.89,193,2
1,1,0,0,-0.39,-9.91,1,-6.27,-3.53,-1.19,276,2
1,1,0,0,-0.19,-10.58,-0.02,0.43,-5.17,0.56,330,2
1,1,0,0,-0.73,-9.19,2.51,0.73,-5.79,-0.12,349,3
1,1,0,0,-0.94,-9.3,-0.38,-5.82,-6.55,-1.02,349,3
1,1,0,0,2.32,-9.02,-4.42,-5.23,-7.89,0.12,350,3
1,1,0,0,-2.94,-9.76,1.54,0.2,-8.93,-8.81,336,3
1,1,0,0,-2.91,-10.14,-14.12,-1.81,-8.58,-4.91,291,3
1,1,0,0,-0.73,-9.22,1.51,2.09,-10.25,-0.34,237,4
1,1,0,0,-0.96,-9.65,1.3,1.96,-10.9,5.9,187,4
1,1,0,1,0.05,-10.91,0.1,-8.07,-12.89,-3.66,173,4
1,0,0,1,-0.97,-11.21,-0.25,2.6,-9.36,-0.49,173,4
1,0,0,1,-7.99,-10.8,-13.83,-5.16,-9.68,-2.09,173,4
1,0,1,1,0.44,-15.08,3.12,-1.03,-9.68,-2.13,173,4
0,0,1,1,-2.47,-8.68,5.96,1.32,-9.36,0.2,165,4
0,0,1,1,-4.96,-6.6,-6.69,0.69,-9.86,0.63,162,4
0,0,1,1,1.04,-6.31,-1.14,0.77,-8.26,0.83,155,4
0,0,1,1,0.84,-7.81,0.93,0.58,-9.28,0.29,146,1
0,0,1,1,0.62,-9.66,3.39,-0.2,-9.15,-0.24,137,1
0,0,1,1,0.01,-9.72,3.4,-0.76,-9.37,-0.02,131,1
0,0,1,1,0.65,-9.66,4.33,0.68,-8.59,-0.31,123,1
0,0,1,1,-2.35,-18.54,12.79,-2.09,-8.76,-3.66,117,2
0,0,1,1,0.73,-10.51,-2.73,-0.05,-9.24,-0.77,104,2
0,0,1,1,0.56,-9.26,0.68,-0.49,-10.36,-0.5,97,2
0,0,1,1,-1.78,-10.63,3.18,-1.23,-9.72,0.06,97,2
1,1,1,0,0.33,-10.15,-3.41,-0.83,-9.48,0.34,97,2
1,1,1,0,-0.38,-10.06,1.35,-0.95,-11.89,1.07,97,2
1,1,1,0,-0.61,-12.08,-0.61,-0.86,-11.6,-1.05,122,2
1,1,0,0,-0.05,-9.93,0.17,-1.5,-11.78,-1.97,192,2
1,1,0,0,-0.58,-9.76,0.47,-12.97,-5.16,-9.06,268,2
1,1,0,0,-0.51,-9.7,0.2,-0.16,-5.31,-4.47,311,3
1,1,0,0,-3.27,-9.59,0.49,-1.52,-7.93,-2.73,320,3
1,1,0,0,-0.71,-9.32,1.74,-2.61,-7.88,-0.48,320,3
1,1,0,0,2.6,-10.11,8.8,-4.5,-8.92,-0.76,320,3
1,1,0,0,2.44,-8.81,6.91,2.66,-6.75,4.45,302,3
1,1,0,0,-0.46,-9.37,1.9,0.98,-11.41,2.56,251,4
1,1,0,0,-0.93,-9.92,0.74,-13.26,-16.18,-11.35,198,4
1,1,0,0,-0.65,-9.91,1.74,-5.64,-11.29,1.57,161,4
1,0,0,0,-1.38,-9.48,1.46,-10.02,-11.62,0.03,157,4
1,0,0,1,-0.23,-10.4,2.24,-2.02,-12,-6.54,157,4
1,0,0,1,-1.28,-11.54,-0.25,0.43,-9.16,-2.06,157,4
1,0,0,1,-0.33,-11.67,4.23,0.92,-9.63,0.56,157,4
1,0,0,1,3.1,-12.35,9.45,1.72,-9.05,-0.96,156,4
0,0,0,1,-1.62,-7.03,3.44,0.62,-9.6,0.44,153,4
0,0,0,1,0.43,-6.56,1.18,0.69,-9.61,-0.58,153,4
0,0,0,1,0.36,-7.67,1.64,0.76,-9.33,0.31,152,1
0,0,1,1,1.7,-8.02,5.65,0.62,-9.31,0.61,151,1
0,0,1,1,-1.36,-8.76,3.38,3.97,-9.74,3.03,150,1
0,0,1,1,1.15,-10.2,-1.91,0.37,-9.31,0.94,148,1
0,0,1,1,-0.61,-9.62,2.69,-0.04,-9.27,-0.1,144,1
0,0,1,1,-1.73,-8.97,4.34,0.47,-9.32,0.61,142,2
0,0,1,1,-5.79,-4.82,-19.6,0.51,-9.45,-0.35,142,2
0,1,1,1,-1.8,-10.65,-11.58,-2.12,-19.22,1.27,119,1
0,1,1,1,0.34,-9.71,2.16,2.56,-13.99,10.21,197,1
1,1,1,0,-0.66,-10.21,0.79,14.31,-9.38,7.65,274,1
1,1,0,0,-10.26,-11.51,13.42,-8.64,-3.79,-6.12,305,1
1,1,0,0,-3,-10.04,-6.37,2.67,-10.27,1.47,308,2
1,1,0,0,0.81,-9.68,-4.03,-3.02,-11.67,-0.65,308,2
1,1,0,0,0.8,-11.03,-3.62,-1.92,-10.02,-0.84,307,2
1,1,0,0,0.09,-10.7,-1.77,-5.75,-9.29,-2.33,292,2
1,1,0,0,0.28,-12.07,1.09,-3.92,-8.75,-4.24,249,2
1,1,0,0,0.44,-10.02,1.31,-5.98,-10.93,-1.91,184,2
1,1,0,0,-0.36,-10.23,-1.35,-5.31,-10.77,-1.37,121,2
1,1,0,0,-0.49,-10.68,0.02,-18.16,-19.6,-14.78,112,2
1,0,0,0,-2.23,-12.64,4.49,9.54,-8.81,-6.77,113,2
1,0,0,1,-2.85,-19.6,4.32,2.45,-8.8,1.99,113,2
1,0,1,1,1.93,-13.39,-5.37,-2,-11.52,-2.53,116,3
1,0,1,1,-4.98,-8.97,-19.6,2.64,-10.47,6.91,117,3
0,0,1,1,4.22,-8.18,-10.32,-2.04,-8.74,-5.51,116,3
0,0,1,1,1.73,-8.11,2.05,-0.28,-8.57,-1.12,115,3
0,0,1,1,4.7,-9.5,-3.72,1.96,-9.19,-15.93,116,4
0,0,1,1,2.31,-11.27,3.36,1.13,-9.66,-0.49,116,4
0,0,1,1,2.57,-11.48,7.15,2.16,-8.8,0.36,116,4
0,0,1,1,3.3,-13.14,9.36,-1.1,-9.36,-0.42,116,4
0,0,1,1,0.47,-13.2,19.6,-1.77,-10.25,1.74,116,4
0,0,1,1,4.39,-9.54,12.65,0.58,-10.22,-3.15,116,4
0,0,1,1,7.07,-15.79,10.64,-0.48,-10.76,-2.08,116,4
0,1,1,1,2.99,-11.88,1.45,2.47,-16.52,-4.8,122,4
1,1,1,1,-1.98,-9.94,0.12,2.22,-19.6,4.96,187,4
1,1,1,1,0.77,-9.69,1.22,9.6,-2.12,2.38,263,1
1,1,1,0,-5.58,-11.01,-0.24,-1.78,-5.47,-3.83,285,1
1,1,0,0,-0.54,-9.6,-1.44,-0.25,-8.54,1.62,289,1
1,1,0,0,-0.06,-9.23,-2.96,-1.66,-9.76,0.34,289,1
1,1,0,0,-0.63,-9.96,-4.12,-4.4,-9.89,-2.63,289,2
1,1,0,0,7.73,-7.92,-4.92,-4.26,-9.51,-1.95,289,2
1,1,0,0,0.58,-9.46,-11.26,3.04,-9.76,-1.58,265,2
1,1,0,0,-3.4,-10.52,-10.76,-2.34,-9.71,-1.38,231,2
1,1,0,0,-0.82,-10.71,-0.93,-2.79,-9.74,-3.01,175,2
1,1,0,0,-0.53,-9.86,1.89,-3.93,-9.33,-0.68,131,2
1,1,0,0,0.54,-10.62,4.11,-4.11,-19.6,-7.97,127,2
1,0,0,0,-1.95,-11.18,-3.64,5.35,-19.6,5.42,126,2
1,0,0,1,6.09,-19.6,3.6,-0.76,-8.45,-2.88,127,2
1,0,1,1,-2.08,-15.67,-6.71,0.38,-10.81,2.8,127,2
1,0,1,1,0.1,-3.69,4.97,0.32,-10.3,0.62,127,3
0,0,1,1,3.17,-6.1,-4.98,6.23,-10.12,7.57,127,3
0,0,1,1,4.02,-7.59,5.6,9.41,-9.11,6.84,127,3
0,0,1,1,2.23,-11.14,12.25,6.02,-11.46,0.29,126,3
0,0,1,1,-0.05,-11.59,1.88,0.38,-8.62,0.75,127,4
0,0,1,1,1.48,-7.72,1.82,0.69,-9.23,1.42,117,4
0,0,1,1,1.26,-13.15,2.28,0.63,-10.18,-2.46,114,4
0,0,1,1,0.94,-12.43,5.86,-1.68,-10.46,-2.49,116,4
0,0,1,1,5.29,-14.89,19.6,-0.51,-9.68,-1.2,114,4
0,0,1,1,-2.29,-9.23,2.6,-0.23,-10.74,-1.56,115,4
0,0,1,1,7.57,1.92,-10.25,0.89,-9.94,3.89,115,4
0,1,1,1,-0.62,-9.98,-13.15,6.48,-19.6,2.22,138,4
1,1,1,1,-0.79,-9.48,-2.01,-0.49,-10.57,1.58,219,4
1,1,1,0,-0.81,-10.26,-1.24,5.59,-7.8,5.12,282,4
1,1,0,0,-1.38,-10.47,7.34,1.66,-2.11,3.15,297,1
1,1,0,0,3.29,-6.82,0.73,-0.44,-9.49,-0.22,297,1
1,1,0,0,0.2,-9.31,-5.38,-8.49,-8.14,-7.86,297,1
1,1,0,0,-3.01,-10.11,-2.03,-6.63,-9.5,-4.74,297,2
1,1,0,0,6.19,-7.18,17.06,-2.43,-10.29,-3.34,270,2
1,1,0,0,-0.35,-10.19,2.53,-1.27,-10.6,0.48,228,2
1,1,0,0,0.06,-10.79,-0.37,-5.34,-11.81,-1.73,165,2
1,1,0,0,-0.03,-10.27,-6.95,-5.92,-9.13,-2.59,120,2
1,1,0,0,-1.45,-10.69,9.97,3.76,-11.37,6.45,120,2
1,0,0,1,-1.77,-13.44,3.62,1.9,-7.58,-3.74,120,2
1,0,1,1,-8.41,-18.6,-9.71,-0.93,-9.64,-1.61,120,2
1,0,1,1,2.34,-7.52,-5.63,2.28,-9.77,4.82,120,2
1,0,1,1,-2.45,-7.3,-1.12,4.44,-8.3,-0.36,120,2
0,0,1,1,0.09,-4.66,-5.14,-1.21,-10.47,-18.66,120,3
0,0,1,1,5.31,-8.46,-2.47,4.99,-8.87,1.36,120,3
0,0,1,1,3.09,-9.97,0.99,-3.62,-10.18,-4.62,120,3
0,0,1,1,2.45,-11.2,2.56,15.75,-9.01,1.08,110,3
0,0,1,1,1,-12.25,-5,0.81,-9.56,0.41,109,4
0,0,1,1,2.95,-11.57,6.81,-2.93,-9.43,0.16,108,4
0,0,1,1,-0.81,-11.58,11.34,-0.09,-10.46,-1.23,109,4
0,0,1,1,4.79,-19.6,3.34,-0.2,-9.87,-1.78,109,4
0,0,1,1,-0.53,-19.6,-2.13,-3.33,-11.52,1.82,113,4
0,1,1,1,0.53,-11.57,-6.16,18.6,-13.84,-13.45,157,4
1,1,1,1,-2.33,-10.57,-2.29,14.63,-2.19,-2.58,247,4
1,1,1,0,-3.06,-14.24,-0.28,14.75,-0.05,-13.25,281,4
1,1,0,0,-4.53,-8.4,-19.6,-1.62,-9.3,-11.1,294,4
1,1,0,0,1.23,-9.67,1.52,-0.24,-9.02,-5.8,295,4
1,1,0,0,6.96,-15.18,-1.13,-4.06,-10.33,0.43,294,1
1,1,0,0,2.89,-11.51,19.6,-7.79,-10.77,-2.19,294,1
1,1,0,0,-0.68,-10.66,-6.58,-2.97,-10.24,-1.98,263,1
1,1,0,0,-2.35,-11.47,-7.18,-5.24,-10.54,-3.17,206,2
1,1,0,0,0.72,-10.16,-1.34,-5.11,-10.12,-2.18,142,2
1,1,0,0,1.07,-10.56,3.06,-8.01,-19.6,-4.02,119,2
1,0,0,0,0.34,-13.37,1.93,5.5,-12.08,-8.53,119,2
1,0,0,1,19.6,-16.97,18.5,-0.59,-8.78,3.14,120,2
1,0,1,1,0.99,-12.36,3.78,1.42,-9.61,3.26,128,2
1,0,1,1,5.42,-4.75,-13.41,2.49,-8.02,-10.93,128,2
0,0,1,1,0.01,-2.51,-1.82,-0.45,-9.68,-2.21,129,2
0,0,1,1,-1.66,-10.76,-8.62,-4.57,-9.38,-11.16,129,2
0,0,1,1,1.3,-8.38,11.64,7.35,-8.41,-1.14,128,3
0,0,1,1,6.55,-9.85,10.49,-6.05,-13.78,-19.6,128,3
0,0,1,1,2.9,-13.01,-0.39,-1.99,-8.87,-3.25,127,3
0,0,1,1,3.62,-11.5,7.77,-0.73,-9.77,-0.77,123,3
0,0,1,1,0.91,-11.42,4.36,1.96,-9.69,5.58,123,4
0,0,1,1,0.66,-9.9,4.15,-0.94,-9.96,-0.49,123,4
0,0,1,1,3.19,-8.39,12.29,0.6,-8.46,2.07,123,4
0,0,1,1,16.77,18.67,-0.96,-3.22,-11.69,-0.01,124,4
0,1,1,1,0.52,-8.77,-12.21,0.17,-19.6,0.96,149,4
1,1,1,1,0.49,-10.19,3.49,6.52,-5.76,10.28,232,4
1,1,1,0,-1.21,-10,1.59,-0.01,-8.26,-11.15,284,4
1,1,0,0,-5.7,-10.69,-2.89,7.05,-0.65,6.51,295,4
1,1,0,0,-3.54,-9.72,-10.99,-5.84,-11.56,0.51,294,4
1,1,0,0,1.32,-9.58,1.9,-2.55,-10.52,2.81,295,4
1,1,0,0,-1.37,-9.68,0.07,-6.2,-10.74,-0.94,294,1
1,1,0,0,0.57,-10.06,12.84,-4.29,-10.71,-2.03,275,1
1,1,0,0,1.04,-9.47,4.1,-0.14,-10.69,3.08,241,1
1,1,0,0,-0.4,-10.08,2.07,-2.99,-10.08,-1.3,196,2
1,1,0,0,9.05,-7.53,18.81,-2.63,-8.73,1.11,150,2
1,1,0,0,-0.03,-10.82,7.14,-2.99,-9.31,-1.02,135,2
1,1,0,0,-0.35,-10.97,2.39,7.83,-11.28,-0.18,136,2
1,0,0,1,1.01,-13.53,1.14,-0.89,-10.55,-8.11,136,2
1,0,1,1,-3.61,-19.48,5.59,0.86,-9.71,3.12,136,2
1,0,1,1,-5.52,-10.24,-19.6,1.03,-10.21,2.12,136,2
0,0,1,1,-1.84,-4.24,-8.51,0.95,-9.02,0.89,136,2
0,0,1,1,-1.51,-7.73,-2.4,7.6,-6.96,0.04,135,2
0,0,1,1,-0.75,-6.35,6.39,11.08,-9.31,-5.7,117,2
0,0,1,1,3.6,-9.17,5.56,-8.68,-6.63,-2.12,116,2
0,0,1,1,1.55,-10.52,5.39,4.77,-9.03,4.55,113,3
0,0,1,1,2.09,-9.84,-0.11,-0.55,-9.87,-1.11,110,3
0,0,1,1,-0.76,-11.2,-1.46,-0.77,-10.35,-0.64,110,3
0,0,1,1,-0.17,-11.51,3.47,-0.45,-9.6,-0.41,110,3
0,0,1,1,2,-6.71,-8.96,-0.6,-9.35,-0.4,110,4
0,0,1,1,0.49,-8.63,8.68,-0.05,-9.91,2.01,110,4
0,0,1,1,-6.37,4.42,-3.62,-1.08,-9.98,0.04,110,4
0,1,1,1,-1.4,-12.1,-3.18,-0.84,-19.02,-1.67,134,4
1,1,1,1,-2.34,-10.05,7,-7.94,-13.29,7.32,218,4
1,1,1,0,-2.03,-10.21,-0.69,-7.68,-6.51,-6.51,292,4
1,1,0,0,6.84,-9.17,-0.56,4.02,-4.99,-9.55,320,4
1,1,0,0,-4.87,-9.69,-15.4,-6.61,-7.9,-3.56,330,4
1,1,0,0,-0.08,-8.93,2.55,-0.36,-10,-5.79,330,4
1,1,0,0,-0.67,-9.35,-19.25,-5.79,-8.91,-2.19,330,1
1,1,0,0,2.12,-9.99,14.1,-3.97,-10.23,-1.89,291,1
1,1,0,0,-0.22,-9.96,-0.74,-9.12,-9.54,-2.64,241,1
1,1,0,0,0.04,-10.08,-0.08,-3.79,-12.37,-3.6,162,1
1,1,0,0,1.1,-10.24,0.18,-6.85,-9.31,-0.14,115,2
1,1,0,0,-0.31,-11.85,-19.6,1.85,-19.6,-5.21,114,2
1,1,0,0,-1.54,-15.82,-1.26,3.35,-13.5,7.35,115,2
1,0,0,1,0.58,-19.03,-0.27,-0.66,-9.53,0.82,120,2
1,0,1,1,-3.87,-4.08,-19.6,1.89,-9.32,0.14,121,2
0,0,1,1,4.78,-5.26,19.6,-2.88,-8.82,-1.84,122,2
0,0,1,1,0.92,-6.51,-1.26,-2.13,-9.94,-3.46,122,2
0,0,1,1,4.52,-9.82,9.09,1.74,-9.09,0.28,122,2
